Ens_ID	ActA_wt_96h_rep1	ActA_wt_96h_rep2	ActA_BADC_96h_rep1	ActA_BADC_96h_rep2	ActA_wt_120h_rep1	ActA_wt_120h_rep2	ActA_BADC_120h_rep1	ActA_BADC_120h_rep2
ENSMUSG00000064587	0	0	0	0	0	0	0	0
ENSMUSG00000064588	0	0	0	0	0	0	1	0
ENSMUSG00000064590	0	0	0	0	0	0	0	0
ENSMUSG00000064591	0	0	0	0	0	0	0	0
ENSMUSG00000064595	0	0	0	0	0	0	0	0
ENSMUSG00000064596	1	0	0	0	0	0	0	0
ENSMUSG00000064597	0	0	0	0	0	0	1	0
ENSMUSG00000064600	0	2	0	0	1	1	1	0
ENSMUSG00000064601	0	0	0	0	0	0	0	0
ENSMUSG00000064602	33	32	38	20	38	32	29	32
ENSMUSG00000064604	0	0	0	0	0	0	0	0
ENSMUSG00000064605	0	0	0	0	0	0	0	0
ENSMUSG00000064606	0	0	0	0	0	0	0	0
ENSMUSG00000064609	0	0	0	0	0	0	0	0
ENSMUSG00000064612	11	16	19	8	12	11	8	5
ENSMUSG00000064613	0	0	0	0	0	0	0	0
ENSMUSG00000064616	0	0	0	0	0	0	0	0
ENSMUSG00000064617	0	0	0	0	0	0	0	0
ENSMUSG00000064618	0	0	0	0	0	0	0	0
ENSMUSG00000064619	0	0	0	0	0	0	0	0
ENSMUSG00000064620	0	1	2	2	0	0	0	0
ENSMUSG00000064621	0	0	0	0	0	0	0	0
ENSMUSG00000064622	0	0	0	0	0	0	0	0
ENSMUSG00000064624	0	1	0	0	0	0	0	0
ENSMUSG00000064626	0	0	0	0	0	0	0	0
ENSMUSG00000064630	0	0	0	0	0	0	0	0
ENSMUSG00000064631	0	0	0	0	0	0	0	0
ENSMUSG00000064632	0	0	0	0	0	0	0	0
ENSMUSG00000064634	70	103	110	66	101	104	104	86
ENSMUSG00000064637	1	3	4	1	1	2	0	0
ENSMUSG00000064642	0	0	0	0	0	0	0	0
ENSMUSG00000064644	0	0	0	0	0	0	0	0
ENSMUSG00000064646	1	0	0	0	0	1	0	1
ENSMUSG00000064647	27	29	49	24	30	27	29	29
ENSMUSG00000064648	0	3	0	0	0	1	0	1
ENSMUSG00000064652	0	0	0	0	0	0	0	0
ENSMUSG00000064653	0	0	0	0	0	0	0	0
ENSMUSG00000064655	2	3	3	0	2	5	5	0
ENSMUSG00000064658	0	0	0	0	0	0	0	0
ENSMUSG00000064659	0	0	0	0	0	0	0	0
ENSMUSG00000064663	0	0	0	0	0	0	0	0
ENSMUSG00000064664	0	0	0	0	0	0	0	0
ENSMUSG00000064665	1	0	0	0	0	0	0	0
ENSMUSG00000064666	28	31	37	30	28	31	20	30
ENSMUSG00000064669	0	0	0	0	0	0	0	0
ENSMUSG00000064670	0	0	0	0	0	0	0	0
ENSMUSG00000064671	0	0	0	0	0	0	0	0
ENSMUSG00000064672	12	10	9	9	20	10	5	12
ENSMUSG00000064673	0	0	0	0	0	0	0	0
ENSMUSG00000064675	0	0	0	0	0	0	0	0
ENSMUSG00000064677	0	0	0	0	0	0	0	0
ENSMUSG00000064679	0	0	0	0	0	0	0	0
ENSMUSG00000064682	0	0	0	0	0	0	0	0
ENSMUSG00000064685	0	0	0	0	0	0	0	0
ENSMUSG00000064686	0	0	0	0	0	0	0	0
ENSMUSG00000064687	0	0	0	0	0	0	0	0
ENSMUSG00000064688	0	0	0	0	0	0	0	0
ENSMUSG00000064689	0	0	0	0	0	0	0	0
ENSMUSG00000064691	0	0	0	0	0	0	0	1
ENSMUSG00000064692	0	0	0	0	0	0	0	0
ENSMUSG00000064693	0	0	0	0	0	0	0	0
ENSMUSG00000064694	2	1	4	0	0	0	0	0
ENSMUSG00000064696	0	0	0	0	0	0	0	0
ENSMUSG00000064697	0	0	0	0	0	0	0	0
ENSMUSG00000064698	0	0	0	0	0	0	0	0
ENSMUSG00000064702	0	0	0	0	0	0	0	0
ENSMUSG00000064704	0	0	0	0	0	0	0	0
ENSMUSG00000064706	0	0	0	0	0	0	0	0
ENSMUSG00000064707	0	0	0	0	0	0	0	0
ENSMUSG00000064709	0	0	0	0	0	0	0	0
ENSMUSG00000064714	0	0	0	0	0	0	0	0
ENSMUSG00000064715	0	0	0	0	0	0	0	0
ENSMUSG00000064717	0	0	0	0	0	0	0	1
ENSMUSG00000064718	0	0	0	0	0	0	0	0
ENSMUSG00000064719	1	1	0	1	1	0	1	0
ENSMUSG00000064720	0	0	0	0	0	0	0	0
ENSMUSG00000064721	0	0	0	0	0	0	0	0
ENSMUSG00000064722	0	0	0	0	0	0	0	0
ENSMUSG00000064724	0	0	0	0	0	0	0	0
ENSMUSG00000064725	374	419	334	230	322	274	319	303
ENSMUSG00000064726	0	0	0	0	0	0	0	0
ENSMUSG00000064727	0	0	0	0	0	0	0	0
ENSMUSG00000064728	0	0	0	0	0	0	0	0
ENSMUSG00000064731	17	17	27	21	17	29	22	25
ENSMUSG00000064732	0	0	0	0	0	0	0	0
ENSMUSG00000064734	0	0	0	0	0	0	0	0
ENSMUSG00000064735	0	0	0	0	0	0	0	0
ENSMUSG00000064737	0	0	0	0	0	0	0	0
ENSMUSG00000064738	0	1	0	0	0	1	0	0
ENSMUSG00000064739	0	0	0	0	0	0	0	0
ENSMUSG00000064740	0	0	0	0	0	0	0	0
ENSMUSG00000064741	49	53	52	32	33	33	33	37
ENSMUSG00000064742	0	0	0	0	0	0	0	0
ENSMUSG00000064743	0	0	0	0	0	0	0	0
ENSMUSG00000064745	0	0	0	0	0	0	0	0
ENSMUSG00000064746	0	0	0	0	0	0	0	0
ENSMUSG00000064748	0	0	0	0	0	0	0	0
ENSMUSG00000064751	72	72	72	54	55	38	52	45
ENSMUSG00000064755	0	0	0	0	0	0	0	0
ENSMUSG00000064758	0	0	0	0	0	0	0	0
ENSMUSG00000064759	0	0	0	0	0	0	0	0
ENSMUSG00000064761	0	0	0	0	0	0	0	0
ENSMUSG00000064762	0	0	0	0	0	0	0	0
ENSMUSG00000064763	0	0	0	0	0	0	0	0
ENSMUSG00000064764	0	0	0	0	0	0	0	0
ENSMUSG00000064765	0	0	0	0	0	0	0	0
ENSMUSG00000064766	0	0	0	0	0	0	0	0
ENSMUSG00000064767	6	3	7	5	6	4	3	4
ENSMUSG00000064768	0	0	0	0	0	0	0	0
ENSMUSG00000064769	0	0	0	0	0	0	0	0
ENSMUSG00000064770	0	0	0	0	0	0	1	0
ENSMUSG00000064772	0	0	0	0	0	0	0	0
ENSMUSG00000064775	0	0	0	0	0	0	0	0
ENSMUSG00000064776	0	0	0	0	0	0	0	0
ENSMUSG00000064777	0	0	0	0	0	0	0	0
ENSMUSG00000064778	3	5	8	3	0	3	1	2
ENSMUSG00000064779	0	0	0	0	0	0	0	0
ENSMUSG00000064780	28	30	35	19	32	36	27	30
ENSMUSG00000064781	0	0	0	0	0	0	0	0
ENSMUSG00000064782	0	0	0	0	0	0	0	0
ENSMUSG00000064783	0	0	0	0	0	0	0	0
ENSMUSG00000064788	0	0	0	0	0	0	0	0
ENSMUSG00000064791	20	11	10	6	12	16	11	13
ENSMUSG00000064792	0	1	1	0	2	1	1	2
ENSMUSG00000064793	0	0	0	0	0	0	0	0
ENSMUSG00000064795	0	0	0	0	0	0	0	0
ENSMUSG00000064796	2	8	8	2	5	2	2	5
ENSMUSG00000064797	101	116	97	72	124	130	122	114
ENSMUSG00000064798	0	0	0	0	0	0	0	0
ENSMUSG00000064800	0	0	0	0	0	0	0	0
ENSMUSG00000064801	0	0	0	0	0	0	0	0
ENSMUSG00000064802	0	0	0	0	0	0	0	0
ENSMUSG00000064805	0	0	0	0	0	0	0	0
ENSMUSG00000064806	0	0	0	0	0	0	0	0
ENSMUSG00000064811	0	0	0	0	0	0	0	0
ENSMUSG00000064814	0	0	0	0	0	0	0	0
ENSMUSG00000064816	0	0	0	0	0	0	0	0
ENSMUSG00000064818	0	0	0	0	0	0	0	0
ENSMUSG00000064822	0	0	0	0	0	0	0	0
ENSMUSG00000064823	0	0	0	0	0	0	0	0
ENSMUSG00000064824	0	0	0	0	0	0	0	0
ENSMUSG00000064829	6	13	10	9	5	10	2	4
ENSMUSG00000064830	0	0	0	0	0	0	0	0
ENSMUSG00000064831	0	1	0	0	0	0	0	0
ENSMUSG00000064833	0	0	0	0	0	0	0	0
ENSMUSG00000064834	0	0	0	0	0	0	0	0
ENSMUSG00000064836	0	0	0	0	0	0	0	0
ENSMUSG00000064837	10	5	6	4	3	6	8	10
ENSMUSG00000064840	0	0	0	0	0	0	0	0
ENSMUSG00000064841	51	53	60	35	90	85	81	80
ENSMUSG00000064842	0	0	0	0	0	0	0	0
ENSMUSG00000064843	0	0	0	0	0	0	0	0
ENSMUSG00000064844	14	37	22	18	6	14	14	9
ENSMUSG00000064845	0	0	0	0	0	0	0	0
ENSMUSG00000064850	0	0	0	0	0	0	0	0
ENSMUSG00000064851	0	0	0	0	0	0	0	0
ENSMUSG00000064853	6	2	8	1	3	5	5	5
ENSMUSG00000064854	0	0	0	0	0	0	0	0
ENSMUSG00000064855	0	0	0	0	0	0	0	0
ENSMUSG00000064856	0	0	0	0	0	0	0	0
ENSMUSG00000064857	0	0	0	0	0	0	0	0
ENSMUSG00000064858	134	127	115	63	136	112	128	107
ENSMUSG00000064859	0	0	0	0	0	0	0	0
ENSMUSG00000064860	0	0	0	0	0	1	0	0
ENSMUSG00000064862	0	0	0	0	0	0	0	0
ENSMUSG00000064867	0	0	0	0	0	0	0	0
ENSMUSG00000064871	10	7	6	4	9	9	6	9
ENSMUSG00000064872	0	0	0	0	0	0	0	0
ENSMUSG00000064876	0	0	0	0	0	0	0	0
ENSMUSG00000064877	0	0	0	0	0	0	0	0
ENSMUSG00000064880	20	19	19	17	23	18	12	2
ENSMUSG00000064882	0	0	0	0	0	0	0	0
ENSMUSG00000064883	0	0	0	0	0	0	0	0
ENSMUSG00000064884	0	0	0	0	0	0	0	0
ENSMUSG00000064887	0	1	1	1	0	0	0	0
ENSMUSG00000064889	0	0	0	0	0	0	0	0
ENSMUSG00000064890	0	0	0	0	0	0	0	0
ENSMUSG00000064897	0	0	0	0	0	0	0	0
ENSMUSG00000064899	0	0	0	0	0	0	1	0
ENSMUSG00000064900	0	0	0	0	0	0	0	0
ENSMUSG00000064901	10	7	5	3	2	4	4	2
ENSMUSG00000064904	0	0	0	0	0	0	0	0
ENSMUSG00000064905	0	0	0	0	0	0	0	0
ENSMUSG00000064906	2	0	2	0	0	0	2	0
ENSMUSG00000064907	0	0	0	0	0	0	0	0
ENSMUSG00000064909	0	0	0	0	0	0	0	0
ENSMUSG00000064915	0	0	0	0	0	0	0	0
ENSMUSG00000064916	0	0	0	0	0	0	0	0
ENSMUSG00000064917	7	16	9	4	8	5	7	6
ENSMUSG00000064918	21	28	25	21	14	13	29	21
ENSMUSG00000064919	0	0	0	0	0	0	0	0
ENSMUSG00000064921	0	0	0	0	0	0	0	0
ENSMUSG00000064923	0	0	0	0	0	0	0	0
ENSMUSG00000064925	7	4	10	4	3	8	5	7
ENSMUSG00000064926	0	0	0	0	0	0	0	0
ENSMUSG00000064927	0	0	0	0	0	0	0	0
ENSMUSG00000064928	0	0	0	0	0	0	0	0
ENSMUSG00000064930	0	0	1	1	0	3	2	0
ENSMUSG00000064932	0	0	0	0	0	0	0	0
ENSMUSG00000064936	0	0	2	1	1	1	0	0
ENSMUSG00000064938	0	0	0	0	0	0	0	0
ENSMUSG00000064939	0	0	0	0	0	0	0	0
ENSMUSG00000064940	0	0	0	0	0	0	0	0
ENSMUSG00000064941	0	0	0	0	0	0	0	0
ENSMUSG00000064943	0	0	0	0	0	0	0	0
ENSMUSG00000064945	1	0	2	1	0	0	0	0
ENSMUSG00000064948	0	0	1	0	0	0	0	0
ENSMUSG00000064949	0	0	0	0	0	0	0	0
ENSMUSG00000064952	2	2	0	0	0	0	0	1
ENSMUSG00000064954	0	0	0	0	0	0	0	0
ENSMUSG00000064956	0	0	0	0	0	0	0	1
ENSMUSG00000064958	0	0	0	0	0	0	0	0
ENSMUSG00000064959	0	0	0	0	0	0	0	0
ENSMUSG00000064960	0	0	0	0	0	0	0	0
ENSMUSG00000064961	0	0	0	0	0	0	0	0
ENSMUSG00000064964	0	0	1	0	0	0	1	0
ENSMUSG00000064966	15	19	23	7	17	21	13	8
ENSMUSG00000064967	0	0	0	0	0	0	0	0
ENSMUSG00000064968	0	0	0	0	0	0	0	0
ENSMUSG00000064970	0	1	1	0	2	1	0	0
ENSMUSG00000064971	0	0	0	0	0	0	0	0
ENSMUSG00000064972	0	0	0	0	0	0	0	0
ENSMUSG00000064977	0	0	0	0	0	0	0	0
ENSMUSG00000064981	43	59	48	31	30	30	45	33
ENSMUSG00000064982	0	0	1	0	0	2	0	0
ENSMUSG00000064983	0	0	0	0	0	0	0	0
ENSMUSG00000064984	10	17	14	7	25	20	27	19
ENSMUSG00000064987	0	0	0	0	0	1	0	0
ENSMUSG00000064992	0	0	0	0	0	0	0	0
ENSMUSG00000064994	0	0	1	1	4	3	0	1
ENSMUSG00000064995	0	0	0	0	0	0	0	0
ENSMUSG00000064999	0	1	1	1	0	0	0	0
ENSMUSG00000065004	0	0	0	0	0	0	0	0
ENSMUSG00000065005	0	0	0	0	0	0	0	0
ENSMUSG00000065006	0	0	0	0	0	0	0	0
ENSMUSG00000065007	0	0	0	0	0	0	0	0
ENSMUSG00000065011	0	0	0	0	0	0	0	0
ENSMUSG00000065012	0	0	0	0	0	0	0	0
ENSMUSG00000065013	0	0	0	0	0	0	0	0
ENSMUSG00000065014	0	0	0	0	0	0	0	0
ENSMUSG00000065016	71	89	62	41	74	55	69	67
ENSMUSG00000065017	0	0	0	0	0	0	0	0
ENSMUSG00000065018	0	0	0	0	0	0	0	0
ENSMUSG00000065022	0	0	0	0	0	1	0	0
ENSMUSG00000065027	0	0	0	0	0	0	0	0
ENSMUSG00000065028	0	0	0	0	0	0	0	0
ENSMUSG00000065029	0	0	0	0	0	0	0	0
ENSMUSG00000065030	0	0	0	0	0	0	0	0
ENSMUSG00000065031	0	0	0	0	0	0	0	0
ENSMUSG00000065034	0	0	0	0	0	0	0	0
ENSMUSG00000065036	11	8	14	7	7	10	9	9
ENSMUSG00000065037	13	27	33	17	22	29	39	17
ENSMUSG00000065040	0	0	0	0	0	0	0	0
ENSMUSG00000065041	105	85	91	59	67	64	87	67
ENSMUSG00000065042	0	0	0	0	0	0	0	0
ENSMUSG00000065044	0	1	1	0	0	0	0	0
ENSMUSG00000065045	0	0	0	0	0	0	0	0
ENSMUSG00000065047	1	2	1	3	2	2	3	0
ENSMUSG00000065048	0	0	0	0	0	0	0	0
ENSMUSG00000065049	0	0	0	0	0	0	0	0
ENSMUSG00000065050	0	0	0	0	0	0	0	0
ENSMUSG00000065053	0	0	0	0	0	0	0	0
ENSMUSG00000065055	0	0	0	0	0	0	0	0
ENSMUSG00000065057	0	0	0	0	0	0	0	0
ENSMUSG00000065061	0	0	0	0	0	0	0	0
ENSMUSG00000065068	0	0	0	0	0	0	0	0
ENSMUSG00000065070	0	2	0	0	0	0	0	0
ENSMUSG00000065072	0	0	0	0	0	0	0	0
ENSMUSG00000065074	0	0	0	0	0	0	0	0
ENSMUSG00000065078	0	0	0	0	0	0	0	0
ENSMUSG00000065079	0	0	0	0	0	0	0	0
ENSMUSG00000065080	0	0	0	0	0	0	0	0
ENSMUSG00000065083	0	0	0	0	0	0	0	0
ENSMUSG00000065084	0	0	0	0	0	0	0	0
ENSMUSG00000065086	0	0	0	0	0	0	0	0
ENSMUSG00000065087	0	0	0	0	0	0	0	0
ENSMUSG00000065088	0	0	0	0	0	0	0	0
ENSMUSG00000065089	17	12	8	5	7	4	2	9
ENSMUSG00000065090	0	0	0	0	0	0	0	0
ENSMUSG00000065091	0	0	0	0	0	0	0	0
ENSMUSG00000065094	0	0	0	0	0	0	0	0
ENSMUSG00000065095	0	0	0	0	0	0	0	0
ENSMUSG00000065096	0	0	0	0	0	0	0	0
ENSMUSG00000065097	0	0	0	0	0	0	0	0
ENSMUSG00000065100	1	1	2	0	0	1	0	0
ENSMUSG00000065102	0	0	0	0	0	0	0	0
ENSMUSG00000065104	0	0	0	0	0	0	0	0
ENSMUSG00000065105	28	35	26	23	14	17	24	24
ENSMUSG00000065107	0	0	0	0	0	0	0	0
ENSMUSG00000065110	0	0	0	0	0	0	0	0
ENSMUSG00000065111	0	0	0	0	0	0	0	0
ENSMUSG00000065115	0	0	0	0	0	0	0	0
ENSMUSG00000065118	2	2	2	3	2	0	1	1
ENSMUSG00000065122	0	0	0	0	0	0	0	0
ENSMUSG00000065124	102	123	90	57	149	144	122	132
ENSMUSG00000065126	178	235	246	126	220	196	189	162
ENSMUSG00000065127	0	0	0	0	0	0	0	0
ENSMUSG00000065130	0	0	0	0	0	0	0	0
ENSMUSG00000065132	0	0	0	0	0	0	0	0
ENSMUSG00000065138	1	0	0	0	0	0	0	0
ENSMUSG00000065141	0	0	0	0	0	0	0	0
ENSMUSG00000065143	0	0	0	0	0	0	0	0
ENSMUSG00000065145	1	2	0	1	1	0	0	1
ENSMUSG00000065147	48	33	43	34	73	55	56	44
ENSMUSG00000065151	0	0	0	0	0	0	0	0
ENSMUSG00000065155	0	0	0	0	0	0	0	0
ENSMUSG00000065158	0	0	0	0	0	0	0	0
ENSMUSG00000065159	0	0	0	0	0	0	0	0
ENSMUSG00000065160	0	0	0	0	0	0	0	0
ENSMUSG00000065162	0	4	3	2	4	8	4	2
ENSMUSG00000065164	0	0	1	0	0	0	0	0
ENSMUSG00000065165	0	0	0	1	0	0	0	0
ENSMUSG00000065173	0	0	0	0	0	0	0	0
ENSMUSG00000065176	0	0	1	0	0	1	1	0
ENSMUSG00000065178	0	0	0	0	0	0	0	0
ENSMUSG00000065181	0	0	0	0	0	0	0	0
ENSMUSG00000065182	0	0	0	0	0	0	0	0
ENSMUSG00000065185	0	0	0	0	0	0	0	0
ENSMUSG00000065187	0	0	0	0	0	0	0	0
ENSMUSG00000065188	0	0	0	0	0	0	0	0
ENSMUSG00000065191	23	22	19	17	23	27	26	28
ENSMUSG00000065192	0	0	0	0	0	0	0	0
ENSMUSG00000065193	0	0	0	0	0	0	0	0
ENSMUSG00000065195	0	0	0	0	0	0	0	0
ENSMUSG00000065196	0	6	0	0	1	0	3	3
ENSMUSG00000065198	0	0	0	0	0	0	0	0
ENSMUSG00000065199	0	0	0	0	0	0	0	0
ENSMUSG00000065200	1	4	5	4	1	0	1	0
ENSMUSG00000065201	0	0	0	0	0	0	0	0
ENSMUSG00000065202	0	0	0	0	0	0	0	0
ENSMUSG00000065203	0	0	0	0	0	0	0	0
ENSMUSG00000065204	0	2	2	0	0	0	0	1
ENSMUSG00000065206	0	0	0	0	0	0	0	0
ENSMUSG00000065208	12	10	24	15	15	10	8	7
ENSMUSG00000065211	1	3	0	0	0	1	2	0
ENSMUSG00000065212	0	0	0	0	0	0	0	0
ENSMUSG00000065215	0	0	0	0	0	0	0	0
ENSMUSG00000065219	34	37	38	15	14	25	13	15
ENSMUSG00000065220	0	0	0	0	0	0	0	0
ENSMUSG00000065221	0	0	0	0	0	0	0	0
ENSMUSG00000065223	0	0	0	0	0	0	0	0
ENSMUSG00000065226	34	52	41	22	20	20	14	18
ENSMUSG00000065227	0	0	0	0	0	0	0	0
ENSMUSG00000065228	0	0	0	0	0	0	0	0
ENSMUSG00000065231	0	0	0	0	0	0	0	0
ENSMUSG00000065232	1	2	1	0	0	0	0	0
ENSMUSG00000065233	0	0	0	0	0	0	0	0
ENSMUSG00000065235	0	0	0	0	0	0	0	0
ENSMUSG00000065236	4	9	4	4	4	3	11	9
ENSMUSG00000065237	0	0	0	0	0	0	0	0
ENSMUSG00000065238	0	0	0	0	0	0	0	0
ENSMUSG00000065239	0	0	0	0	0	0	0	0
ENSMUSG00000065242	0	0	0	0	0	0	0	0
ENSMUSG00000065244	0	0	0	0	0	0	0	0
ENSMUSG00000065245	0	0	0	0	0	0	0	0
ENSMUSG00000065246	0	0	1	0	1	1	0	0
ENSMUSG00000065248	0	0	0	0	0	0	0	0
ENSMUSG00000065251	0	0	0	0	0	0	0	0
ENSMUSG00000065253	0	0	0	0	0	0	0	0
ENSMUSG00000065254	0	0	0	0	0	0	0	0
ENSMUSG00000065255	0	0	0	0	0	0	0	0
ENSMUSG00000065256	0	0	0	0	0	0	0	0
ENSMUSG00000065258	11	10	15	4	12	14	6	9
ENSMUSG00000065259	3	5	3	6	9	6	12	7
ENSMUSG00000065260	0	0	0	0	0	0	0	0
ENSMUSG00000065261	0	0	0	0	0	0	0	0
ENSMUSG00000065262	1	3	2	2	3	1	4	4
ENSMUSG00000065265	110	136	125	82	125	138	133	132
ENSMUSG00000065266	0	0	0	0	0	0	0	0
ENSMUSG00000065269	0	0	0	0	0	0	0	0
ENSMUSG00000065270	0	0	0	2	0	1	0	0
ENSMUSG00000065272	7	7	8	1	1	4	1	1
ENSMUSG00000065273	6	6	3	1	9	7	5	4
ENSMUSG00000065274	0	0	0	0	0	0	0	0
ENSMUSG00000065275	0	0	0	0	0	0	0	0
ENSMUSG00000065277	0	0	0	0	0	0	0	0
ENSMUSG00000065279	0	0	0	0	0	0	0	0
ENSMUSG00000065280	0	0	0	0	0	0	0	0
ENSMUSG00000065281	0	0	0	0	0	0	0	0
ENSMUSG00000065282	124	179	162	105	129	119	141	117
ENSMUSG00000065283	0	0	0	0	0	0	0	0
ENSMUSG00000065287	10	19	17	4	14	13	18	19
ENSMUSG00000065289	17	19	14	8	9	12	10	9
ENSMUSG00000065291	0	0	0	0	0	0	0	0
ENSMUSG00000065293	0	0	0	0	0	0	0	0
ENSMUSG00000065295	16	14	26	8	7	11	13	10
ENSMUSG00000065296	0	0	0	0	0	0	0	0
ENSMUSG00000065297	0	0	0	0	0	0	0	0
ENSMUSG00000065298	0	0	0	0	0	0	0	0
ENSMUSG00000065299	0	0	0	0	0	0	0	0
ENSMUSG00000065301	0	0	0	2	2	1	2	0
ENSMUSG00000065303	0	0	0	0	0	0	0	0
ENSMUSG00000065304	20	20	24	6	12	15	17	12
ENSMUSG00000065305	0	0	0	0	0	0	0	0
ENSMUSG00000065307	0	0	0	0	0	0	0	0
ENSMUSG00000065309	0	0	0	0	0	0	0	0
ENSMUSG00000065311	0	0	0	0	0	0	0	0
ENSMUSG00000065312	0	0	0	0	0	0	0	0
ENSMUSG00000065313	0	0	0	0	0	0	0	0
ENSMUSG00000065314	0	0	0	0	0	0	0	0
ENSMUSG00000065315	0	1	0	0	0	1	0	3
ENSMUSG00000065319	0	0	0	0	0	0	0	0
ENSMUSG00000065320	0	0	0	0	0	0	0	0
ENSMUSG00000065321	0	0	0	0	0	0	0	0
ENSMUSG00000065322	0	0	0	0	0	0	0	0
ENSMUSG00000065327	1	1	1	3	0	0	0	0
ENSMUSG00000065328	0	0	0	0	0	0	0	0
ENSMUSG00000065329	0	0	0	0	0	0	0	0
ENSMUSG00000065330	0	0	0	0	0	0	0	0
ENSMUSG00000065331	0	0	0	0	0	0	0	0
ENSMUSG00000065333	0	0	0	0	0	0	0	0
ENSMUSG00000065336	3	3	2	3	2	2	0	0
ENSMUSG00000065337	0	0	0	0	0	0	0	0
ENSMUSG00000065340	0	0	0	0	0	0	0	0
ENSMUSG00000065341	0	0	0	0	0	0	0	0
ENSMUSG00000065343	0	0	0	0	0	0	0	0
ENSMUSG00000065344	0	0	0	0	0	0	0	0
ENSMUSG00000065346	0	0	0	0	0	0	0	0
ENSMUSG00000065347	0	0	0	0	0	0	0	0
ENSMUSG00000065348	1	1	0	0	0	0	0	0
ENSMUSG00000065353	201	232	255	150	129	136	163	135
ENSMUSG00000065360	1	0	2	1	0	0	2	1
ENSMUSG00000065361	2	0	0	0	0	0	0	0
ENSMUSG00000065362	0	0	0	0	0	0	0	0
ENSMUSG00000065367	0	0	0	0	0	0	0	0
ENSMUSG00000065368	0	1	0	1	0	0	0	1
ENSMUSG00000065371	0	0	0	0	0	0	0	0
ENSMUSG00000065372	0	0	0	0	0	0	0	0
ENSMUSG00000065373	0	0	0	0	0	0	0	0
ENSMUSG00000065374	0	0	1	0	1	0	0	0
ENSMUSG00000065378	0	0	0	0	0	0	0	0
ENSMUSG00000065379	0	0	0	0	0	0	0	0
ENSMUSG00000065380	0	0	0	0	0	0	0	1
ENSMUSG00000065381	0	0	0	0	0	0	0	0
ENSMUSG00000065382	0	0	0	0	0	0	0	0
ENSMUSG00000065384	0	0	0	0	0	0	0	0
ENSMUSG00000065385	0	0	0	0	0	0	0	0
ENSMUSG00000065387	0	1	0	0	0	0	1	0
ENSMUSG00000065388	0	0	0	0	0	1	0	0
ENSMUSG00000065389	0	0	0	0	0	0	0	0
ENSMUSG00000065392	0	0	0	0	0	0	0	0
ENSMUSG00000065394	34	38	36	30	42	43	46	50
ENSMUSG00000065395	0	0	0	0	0	0	0	0
ENSMUSG00000065396	0	0	0	0	0	0	0	0
ENSMUSG00000065397	0	0	0	0	0	0	0	0
ENSMUSG00000065398	0	0	0	0	0	0	0	0
ENSMUSG00000065399	0	0	0	0	0	0	0	0
ENSMUSG00000065400	0	0	0	1	1	0	0	0
ENSMUSG00000065401	0	0	0	0	0	0	0	0
ENSMUSG00000065402	0	0	0	0	0	0	0	0
ENSMUSG00000065403	0	0	0	0	0	0	0	0
ENSMUSG00000065404	0	0	0	0	0	0	0	0
ENSMUSG00000065405	0	0	0	0	0	0	0	0
ENSMUSG00000065406	0	0	0	0	0	0	0	0
ENSMUSG00000065407	0	1	0	0	4	2	0	0
ENSMUSG00000065408	0	0	0	0	0	0	0	0
ENSMUSG00000065409	1	0	0	0	0	0	0	0
ENSMUSG00000065410	1	0	1	0	2	0	2	2
ENSMUSG00000065411	0	0	0	0	0	0	0	0
ENSMUSG00000065412	0	0	0	0	0	0	0	0
ENSMUSG00000065413	5	10	2	3	6	0	0	0
ENSMUSG00000065414	0	0	0	0	0	0	0	0
ENSMUSG00000065415	0	0	0	0	0	0	0	0
ENSMUSG00000065416	0	0	0	0	0	0	0	0
ENSMUSG00000065417	1	0	0	0	1	0	0	0
ENSMUSG00000065418	0	0	0	0	1	0	1	3
ENSMUSG00000065420	0	0	0	0	0	0	0	0
ENSMUSG00000065421	0	0	0	0	0	0	0	0
ENSMUSG00000065422	0	0	0	0	0	0	0	0
ENSMUSG00000065423	0	0	0	0	0	0	0	0
ENSMUSG00000065424	0	0	0	0	0	0	0	0
ENSMUSG00000065425	0	0	0	0	0	0	0	0
ENSMUSG00000065426	0	0	0	0	0	0	0	0
ENSMUSG00000065427	0	0	0	0	0	0	0	0
ENSMUSG00000065428	0	0	0	0	0	0	0	0
ENSMUSG00000065429	3	7	2	3	7	5	10	7
ENSMUSG00000065430	1	1	0	0	0	0	0	0
ENSMUSG00000065431	27	19	24	13	29	27	24	32
ENSMUSG00000065432	0	0	0	0	0	0	0	0
ENSMUSG00000065433	0	0	0	0	0	0	0	0
ENSMUSG00000065434	40	46	47	23	39	48	46	47
ENSMUSG00000065435	1	2	0	1	2	0	1	2
ENSMUSG00000065436	0	0	0	0	0	0	0	0
ENSMUSG00000065437	0	0	0	0	0	0	0	0
ENSMUSG00000065438	0	0	0	0	0	0	0	0
ENSMUSG00000065439	0	0	0	0	0	2	0	0
ENSMUSG00000065440	0	0	0	0	0	0	0	0
ENSMUSG00000065441	0	0	0	0	0	0	0	0
ENSMUSG00000065442	0	0	0	0	0	0	0	0
ENSMUSG00000065443	0	1	0	0	5	5	0	0
ENSMUSG00000065444	0	0	1	0	0	0	0	0
ENSMUSG00000065445	0	0	0	0	1	0	1	0
ENSMUSG00000065446	0	0	0	0	0	0	0	0
ENSMUSG00000065447	0	0	0	0	1	0	0	0
ENSMUSG00000065448	0	0	0	0	0	0	0	0
