Ens_ID	wt_120h_rep1	wt_120h_rep2	ActA_wt_120h_rep1	ActA_wt_120h_rep2	ActA_wt_96h_rep1	ActA_wt_96h_rep2	wt_96h_rep1	wt_96h_rep2
ENSMUSG00000065315	0	2	0	1	0	1	1	1
ENSMUSG00000065319	0	0	0	0	0	0	0	0
ENSMUSG00000065320	0	0	0	0	0	0	0	0
ENSMUSG00000065321	0	0	0	0	0	0	0	0
ENSMUSG00000065322	0	0	0	0	0	0	0	0
ENSMUSG00000065327	1	1	0	0	1	1	0	0
ENSMUSG00000065328	0	0	0	0	0	0	0	0
ENSMUSG00000065329	0	0	0	0	0	0	0	0
ENSMUSG00000065330	0	0	0	0	0	0	0	0
ENSMUSG00000065331	0	0	0	0	0	0	0	0
ENSMUSG00000065333	0	0	0	0	0	0	0	0
ENSMUSG00000065336	0	2	2	2	3	3	0	0
ENSMUSG00000065337	0	0	0	0	0	0	0	0
ENSMUSG00000065340	0	0	0	0	0	0	0	0
ENSMUSG00000065341	0	0	0	0	0	0	0	0
ENSMUSG00000065343	0	0	0	0	0	0	0	0
ENSMUSG00000065344	0	0	0	0	0	0	0	0
ENSMUSG00000065346	0	0	0	0	0	0	0	0
ENSMUSG00000065347	1	0	0	0	0	0	0	0
ENSMUSG00000065348	0	0	0	0	1	1	0	0
ENSMUSG00000065353	87	96	129	136	201	232	161	248
ENSMUSG00000065360	0	1	0	0	1	0	1	6
ENSMUSG00000065361	0	0	0	0	2	0	1	1
ENSMUSG00000065362	0	0	0	0	0	0	0	0
ENSMUSG00000065367	0	0	0	0	0	0	0	0
ENSMUSG00000065368	0	0	0	0	0	1	0	0
ENSMUSG00000065371	0	0	0	0	0	0	0	0
ENSMUSG00000065372	0	0	0	0	0	0	0	0
ENSMUSG00000065373	0	0	0	0	0	0	0	0
ENSMUSG00000065374	0	0	1	0	0	0	0	0
ENSMUSG00000065378	0	0	0	0	0	0	0	0
ENSMUSG00000065379	0	0	0	0	0	0	0	0
ENSMUSG00000065380	0	1	0	0	0	0	0	0
ENSMUSG00000065381	0	0	0	0	0	0	0	0
ENSMUSG00000065382	0	0	0	0	0	0	0	0
ENSMUSG00000065384	0	0	0	0	0	0	0	0
ENSMUSG00000065385	0	0	0	0	0	0	0	0
ENSMUSG00000065387	0	1	0	0	0	1	0	0
ENSMUSG00000065388	0	0	0	1	0	0	0	0
ENSMUSG00000065389	0	0	0	0	0	0	0	0
ENSMUSG00000065392	0	0	0	0	0	0	0	0
ENSMUSG00000065394	39	34	42	43	34	38	34	41
ENSMUSG00000065395	0	0	0	0	0	0	0	0
ENSMUSG00000065396	0	0	0	0	0	0	0	0
ENSMUSG00000065397	0	0	0	0	0	0	0	0
ENSMUSG00000065398	0	0	0	0	0	0	0	0
ENSMUSG00000065399	0	0	0	0	0	0	0	0
ENSMUSG00000065400	0	0	1	0	0	0	0	0
ENSMUSG00000065401	0	0	0	0	0	0	0	0
ENSMUSG00000065402	0	0	0	0	0	0	0	0
ENSMUSG00000065403	0	0	0	0	0	0	0	0
ENSMUSG00000065404	0	0	0	0	0	0	0	0
ENSMUSG00000065405	0	0	0	0	0	0	0	0
ENSMUSG00000065406	0	0	0	0	0	0	0	0
ENSMUSG00000065407	3	0	4	2	0	1	0	0
ENSMUSG00000065408	0	0	0	0	0	0	0	0
ENSMUSG00000065409	0	0	0	0	1	0	0	0
ENSMUSG00000065410	1	0	2	0	1	0	0	1
ENSMUSG00000065411	0	0	0	0	0	0	0	0
ENSMUSG00000065412	0	0	0	0	0	0	0	0
ENSMUSG00000065413	0	1	6	0	5	10	0	0
ENSMUSG00000065414	0	0	0	0	0	0	0	0
ENSMUSG00000065415	0	1	0	0	0	0	0	0
ENSMUSG00000065416	0	0	0	0	0	0	0	0
ENSMUSG00000065417	0	1	1	0	1	0	1	0
ENSMUSG00000065418	1	1	1	0	0	0	0	0
ENSMUSG00000065420	0	0	0	0	0	0	0	0
ENSMUSG00000065421	0	0	0	0	0	0	0	0
ENSMUSG00000065422	1	4	0	0	0	0	0	0
ENSMUSG00000065423	0	0	0	0	0	0	0	0
ENSMUSG00000065424	0	0	0	0	0	0	0	0
ENSMUSG00000065425	0	0	0	0	0	0	0	0
ENSMUSG00000065426	0	0	0	0	0	0	0	0
ENSMUSG00000065427	0	0	0	0	0	0	0	0
ENSMUSG00000065428	0	0	0	0	0	0	0	0
ENSMUSG00000065429	5	3	7	5	3	7	4	7
ENSMUSG00000065430	0	0	0	0	1	1	0	0
ENSMUSG00000065431	27	38	29	27	27	19	8	16
ENSMUSG00000065432	0	0	0	0	0	0	0	0
ENSMUSG00000065433	0	0	0	0	0	0	0	0
ENSMUSG00000065434	60	51	39	48	40	46	27	53
ENSMUSG00000065435	1	0	2	0	1	2	1	2
ENSMUSG00000065436	0	0	0	0	0	0	0	0
ENSMUSG00000065437	0	0	0	0	0	0	0	0
ENSMUSG00000065438	0	0	0	0	0	0	0	0
ENSMUSG00000065439	1	0	0	2	0	0	1	0
ENSMUSG00000065440	0	0	0	0	0	0	0	0
ENSMUSG00000065441	0	0	0	0	0	0	0	0
ENSMUSG00000065442	0	0	0	0	0	0	0	0
ENSMUSG00000065443	6	8	5	5	0	1	0	1
ENSMUSG00000065444	0	0	0	0	0	0	0	0
ENSMUSG00000065445	0	0	1	0	0	0	0	0
ENSMUSG00000065446	0	0	0	0	0	0	0	0
ENSMUSG00000065447	0	0	1	0	0	0	0	0
ENSMUSG00000065448	0	0	0	0	0	0	0	0
ENSMUSG00000065449	0	0	1	0	0	0	0	0
ENSMUSG00000065450	0	0	0	0	0	0	0	0
ENSMUSG00000065451	0	0	0	0	0	0	0	0
ENSMUSG00000065452	0	0	0	0	0	0	0	0
ENSMUSG00000065453	0	0	0	0	0	0	0	0
ENSMUSG00000065454	0	0	0	0	0	0	0	0
ENSMUSG00000065455	0	0	0	0	0	0	0	0
ENSMUSG00000065456	0	0	0	0	0	0	0	0
ENSMUSG00000065457	0	0	0	0	0	0	0	0
ENSMUSG00000065458	0	0	0	0	0	0	0	0
ENSMUSG00000065460	0	0	0	0	0	0	0	0
ENSMUSG00000065462	0	0	0	0	0	0	0	0
ENSMUSG00000065463	6	4	11	7	10	11	16	16
ENSMUSG00000065464	0	0	0	0	0	0	0	0
ENSMUSG00000065465	0	0	0	0	0	0	0	0
ENSMUSG00000065466	0	0	0	0	0	0	0	0
ENSMUSG00000065468	1	0	0	1	1	0	0	1
ENSMUSG00000065469	0	0	0	0	0	0	0	0
ENSMUSG00000065470	0	0	0	0	0	0	0	0
ENSMUSG00000065471	0	0	0	0	0	0	0	0
ENSMUSG00000065472	0	0	0	0	0	0	0	0
ENSMUSG00000065473	0	0	0	0	1	1	0	0
ENSMUSG00000065474	0	0	0	0	0	0	0	0
ENSMUSG00000065475	3	2	2	2	0	0	0	0
ENSMUSG00000065476	0	0	0	0	0	0	0	0
ENSMUSG00000065477	0	1	0	0	0	0	0	0
ENSMUSG00000065479	0	0	3	1	3	2	0	1
ENSMUSG00000065480	0	0	0	0	0	0	0	0
ENSMUSG00000065481	0	0	0	0	0	0	0	0
ENSMUSG00000065482	0	0	1	0	3	1	0	0
ENSMUSG00000065483	0	0	0	0	1	0	0	0
ENSMUSG00000065484	0	0	0	0	0	0	0	0
ENSMUSG00000065485	7	7	11	13	1	1	0	1
ENSMUSG00000065486	0	0	0	0	0	0	0	0
ENSMUSG00000065488	1	0	0	0	0	0	0	0
ENSMUSG00000065489	0	1	0	0	0	0	1	0
ENSMUSG00000065490	1	1	0	3	0	0	0	0
ENSMUSG00000065491	0	0	0	0	0	0	0	0
ENSMUSG00000065492	0	0	0	0	0	0	0	0
ENSMUSG00000065493	0	0	0	0	0	0	0	0
ENSMUSG00000065494	0	0	0	0	0	0	0	0
ENSMUSG00000065495	0	0	0	0	0	0	0	0
ENSMUSG00000065497	0	0	0	0	0	0	0	0
ENSMUSG00000065498	0	0	0	0	0	0	0	0
ENSMUSG00000065499	0	0	0	0	0	0	0	0
ENSMUSG00000065500	1	2	0	0	0	0	0	1
ENSMUSG00000065501	15	7	9	3	4	3	1	3
ENSMUSG00000065502	0	0	0	0	0	0	0	0
ENSMUSG00000065503	0	1	3	2	0	0	1	0
ENSMUSG00000065505	0	0	1	0	0	0	0	0
ENSMUSG00000065507	0	0	0	0	0	0	0	0
ENSMUSG00000065508	0	0	0	0	0	0	0	0
ENSMUSG00000065509	0	1	2	2	3	0	0	0
ENSMUSG00000065510	0	0	0	0	0	0	0	0
ENSMUSG00000065511	0	0	0	0	0	0	0	0
ENSMUSG00000065512	0	0	0	0	0	0	0	0
ENSMUSG00000065513	0	0	1	0	0	0	0	0
ENSMUSG00000065514	4	4	4	5	1	1	2	2
ENSMUSG00000065515	0	0	0	0	0	0	0	0
ENSMUSG00000065516	0	0	0	0	0	0	0	0
ENSMUSG00000065518	0	0	0	0	0	0	0	0
ENSMUSG00000065519	9	4	3	3	0	0	12	9
ENSMUSG00000065520	0	0	0	0	0	0	0	0
ENSMUSG00000065521	3	3	4	0	2	3	0	5
ENSMUSG00000065523	0	0	1	0	0	0	0	0
ENSMUSG00000065524	0	1	1	2	0	0	0	0
ENSMUSG00000065526	0	0	1	0	1	2	0	0
ENSMUSG00000065527	5	8	8	3	7	5	1	4
ENSMUSG00000065528	0	0	0	0	0	1	0	0
ENSMUSG00000065529	0	0	0	0	0	0	0	0
ENSMUSG00000065530	0	0	0	0	0	0	0	0
ENSMUSG00000065532	0	0	0	0	0	0	0	0
ENSMUSG00000065533	0	0	0	0	0	0	0	0
ENSMUSG00000065534	0	0	0	0	0	0	0	0
ENSMUSG00000065536	0	0	0	0	0	0	0	0
ENSMUSG00000065537	0	0	0	0	0	0	0	0
ENSMUSG00000065538	0	0	0	0	0	0	0	0
ENSMUSG00000065539	0	0	0	0	0	0	0	0
ENSMUSG00000065540	0	0	1	0	0	0	0	0
ENSMUSG00000065541	0	0	0	0	0	0	0	0
ENSMUSG00000065542	0	0	0	0	0	0	0	0
ENSMUSG00000065543	0	0	0	2	0	2	1	0
ENSMUSG00000065544	1	1	0	0	0	0	0	0
ENSMUSG00000065546	63	65	5	4	0	0	19	42
ENSMUSG00000065547	0	0	0	0	0	0	0	0
ENSMUSG00000065548	0	0	0	0	0	0	0	0
ENSMUSG00000065549	0	0	0	0	0	0	0	0
ENSMUSG00000065551	0	0	1	0	1	2	1	1
ENSMUSG00000065552	0	0	0	1	1	4	0	0
ENSMUSG00000065553	0	0	0	0	0	0	0	0
ENSMUSG00000065555	0	0	3	1	1	1	1	0
ENSMUSG00000065556	0	0	0	0	1	0	0	0
ENSMUSG00000065557	0	0	0	0	0	0	0	0
ENSMUSG00000065559	0	0	0	0	0	0	0	0
ENSMUSG00000065560	0	1	0	1	0	0	0	0
ENSMUSG00000065561	0	0	0	0	0	0	0	0
ENSMUSG00000065562	0	0	0	0	0	0	0	0
ENSMUSG00000065563	1	0	0	0	0	0	0	0
ENSMUSG00000065564	0	0	0	0	0	0	0	0
ENSMUSG00000065565	0	0	0	0	0	0	0	0
ENSMUSG00000065567	0	0	0	0	0	0	0	0
ENSMUSG00000065568	0	0	0	0	0	0	0	0
ENSMUSG00000065569	0	0	0	0	0	0	0	0
ENSMUSG00000065570	0	0	0	0	0	0	0	0
ENSMUSG00000065571	0	0	0	0	0	1	0	0
ENSMUSG00000065572	7	5	4	9	0	2	3	1
ENSMUSG00000065573	0	0	0	0	0	0	0	0
ENSMUSG00000065574	0	0	0	0	0	0	0	0
ENSMUSG00000065575	0	0	0	0	0	0	0	0
ENSMUSG00000065577	0	1	0	0	0	0	0	0
ENSMUSG00000065578	0	0	0	1	0	0	0	0
ENSMUSG00000065579	0	0	0	0	0	0	0	0
ENSMUSG00000065580	0	0	0	0	0	0	0	0
ENSMUSG00000065581	0	0	0	0	0	0	0	0
ENSMUSG00000065582	0	0	0	0	0	0	0	0
ENSMUSG00000065583	0	0	0	0	0	0	0	0
ENSMUSG00000065585	0	0	0	0	0	0	0	0
ENSMUSG00000065586	0	0	0	0	0	0	0	1
ENSMUSG00000065587	0	0	0	0	0	0	0	0
ENSMUSG00000065589	7	8	7	6	8	5	3	9
ENSMUSG00000065590	0	0	0	0	1	0	0	0
ENSMUSG00000065591	4	2	5	1	6	8	6	4
ENSMUSG00000065592	0	0	5	4	0	0	0	0
ENSMUSG00000065593	2	2	4	3	2	3	1	2
ENSMUSG00000065594	1	0	0	0	0	0	0	0
ENSMUSG00000065596	0	0	0	0	0	0	0	0
ENSMUSG00000065597	0	0	0	0	0	0	0	0
ENSMUSG00000065599	0	0	1	1	1	0	0	1
ENSMUSG00000065600	0	0	0	0	0	0	0	0
ENSMUSG00000065601	0	0	0	0	0	0	0	0
ENSMUSG00000065602	0	0	0	0	0	0	0	0
ENSMUSG00000065603	1	0	0	0	0	0	0	0
ENSMUSG00000065604	0	0	0	0	0	0	0	0
ENSMUSG00000065606	0	0	0	0	0	0	0	0
ENSMUSG00000065607	0	0	0	0	0	0	0	0
ENSMUSG00000065608	0	0	0	0	0	0	0	0
ENSMUSG00000065609	0	0	0	0	0	0	0	0
ENSMUSG00000065610	0	0	0	0	0	0	0	0
ENSMUSG00000065611	0	0	0	1	0	0	0	1
ENSMUSG00000065612	0	0	0	0	0	0	0	0
ENSMUSG00000065613	0	0	4	8	7	6	1	2
ENSMUSG00000065616	0	0	0	0	0	0	0	0
ENSMUSG00000065617	0	0	0	0	0	0	0	0
ENSMUSG00000065619	0	0	0	0	0	0	0	0
ENSMUSG00000065620	0	0	0	0	0	0	0	0
ENSMUSG00000065622	0	0	0	0	0	0	0	0
ENSMUSG00000065623	0	0	0	0	0	0	0	0
ENSMUSG00000065625	0	0	0	0	0	0	0	0
ENSMUSG00000065627	0	0	0	1	2	2	0	0
ENSMUSG00000065628	0	0	0	0	1	2	0	0
ENSMUSG00000065629	0	0	0	0	0	0	0	0
ENSMUSG00000065630	0	0	0	0	0	0	0	0
ENSMUSG00000065634	0	0	0	0	0	0	0	0
ENSMUSG00000065635	0	0	0	1	2	1	0	0
ENSMUSG00000065636	0	0	0	0	0	0	0	0
ENSMUSG00000065637	18	23	28	28	36	50	32	46
ENSMUSG00000065640	0	0	0	0	0	0	0	0
ENSMUSG00000065642	6	8	13	11	6	7	12	9
ENSMUSG00000065643	0	0	0	1	0	1	0	0
ENSMUSG00000065644	0	0	0	0	0	0	0	0
ENSMUSG00000065645	0	0	0	0	0	0	0	0
ENSMUSG00000065647	0	0	0	0	0	0	0	0
ENSMUSG00000065648	0	0	0	0	0	0	0	0
ENSMUSG00000065649	0	0	0	0	0	0	0	0
ENSMUSG00000065651	0	0	0	0	0	0	0	0
ENSMUSG00000065653	0	0	0	0	0	0	0	0
ENSMUSG00000065656	0	0	0	0	0	0	0	0
ENSMUSG00000065657	1	0	0	0	0	0	0	0
ENSMUSG00000065658	0	0	0	0	0	0	0	0
ENSMUSG00000065659	0	0	0	0	0	0	0	0
ENSMUSG00000065660	0	0	0	0	0	0	0	0
ENSMUSG00000065661	0	0	0	0	0	0	0	0
ENSMUSG00000065662	0	0	0	0	0	0	0	0
ENSMUSG00000065663	63	68	86	89	98	122	87	144
ENSMUSG00000065664	0	0	0	0	0	0	0	0
ENSMUSG00000065665	0	0	0	0	0	0	0	0
ENSMUSG00000065667	1	0	0	0	0	0	0	0
ENSMUSG00000065669	2	6	8	5	10	9	7	9
ENSMUSG00000065673	0	0	0	0	0	0	0	0
ENSMUSG00000065674	0	0	0	0	0	0	0	0
ENSMUSG00000065675	0	0	0	0	3	2	2	1
ENSMUSG00000065676	12	5	9	10	13	23	18	18
ENSMUSG00000065678	0	0	0	0	0	0	0	0
ENSMUSG00000065680	1	1	0	0	1	0	1	1
ENSMUSG00000065683	0	0	0	0	0	0	0	0
ENSMUSG00000065684	0	0	0	0	0	0	0	0
ENSMUSG00000065685	0	0	0	0	0	0	0	0
ENSMUSG00000065686	17	15	29	21	37	35	18	57
ENSMUSG00000065687	0	0	0	0	0	0	0	0
ENSMUSG00000065689	0	0	0	0	0	0	0	0
ENSMUSG00000065691	0	0	0	0	0	0	0	0
ENSMUSG00000065692	0	1	0	0	0	0	0	0
ENSMUSG00000065694	0	0	0	0	0	0	0	0
ENSMUSG00000065698	0	0	0	0	0	0	0	0
ENSMUSG00000065700	0	0	0	0	0	0	0	0
ENSMUSG00000065701	0	0	0	1	2	1	0	2
ENSMUSG00000065702	0	0	0	0	0	0	0	0
ENSMUSG00000065705	0	0	0	0	0	0	0	0
ENSMUSG00000065706	0	0	0	0	0	0	0	0
ENSMUSG00000065708	0	0	0	0	0	0	0	0
ENSMUSG00000065709	0	0	0	0	0	0	0	0
ENSMUSG00000065714	0	0	0	0	0	0	0	0
ENSMUSG00000065715	10	12	12	14	15	25	20	22
ENSMUSG00000065716	0	0	0	0	0	0	0	0
ENSMUSG00000065718	0	0	0	0	0	0	0	0
ENSMUSG00000065719	0	0	0	0	0	0	0	0
ENSMUSG00000065721	0	0	0	0	0	0	0	0
ENSMUSG00000065722	0	0	0	0	0	0	0	0
ENSMUSG00000065725	3	3	2	3	3	0	0	3
ENSMUSG00000065726	0	0	0	0	0	0	0	0
ENSMUSG00000065727	0	0	0	0	0	0	0	0
ENSMUSG00000065728	0	3	0	0	0	1	1	2
ENSMUSG00000065729	0	0	0	0	0	0	0	0
ENSMUSG00000065732	0	0	0	0	0	0	0	1
ENSMUSG00000065733	0	0	0	0	0	0	0	0
ENSMUSG00000065734	57	47	81	74	80	81	84	129
ENSMUSG00000065735	0	0	0	0	0	0	0	0
ENSMUSG00000065737	0	0	0	0	0	0	0	0
ENSMUSG00000065738	58	74	49	69	119	130	91	143
ENSMUSG00000065739	0	0	0	0	0	0	0	0
ENSMUSG00000065742	0	0	0	0	0	0	0	0
ENSMUSG00000065743	0	0	0	0	0	0	0	0
ENSMUSG00000065745	0	0	0	0	0	0	0	0
ENSMUSG00000065746	0	0	0	0	0	0	0	0
ENSMUSG00000065747	0	0	0	0	0	0	0	0
ENSMUSG00000065749	0	0	0	0	0	0	0	0
ENSMUSG00000065750	0	0	0	0	0	0	0	0
ENSMUSG00000065751	0	0	0	0	0	0	0	0
ENSMUSG00000065752	3	1	1	4	6	3	2	7
ENSMUSG00000065757	0	0	0	0	0	0	0	0
ENSMUSG00000065758	0	0	0	0	0	0	0	0
ENSMUSG00000065760	0	0	0	0	0	0	0	0
ENSMUSG00000065763	0	0	0	0	0	0	0	0
ENSMUSG00000065764	0	0	0	0	0	0	0	0
ENSMUSG00000065765	0	0	0	0	0	0	0	0
ENSMUSG00000065767	0	1	1	2	1	3	1	2
ENSMUSG00000065768	0	0	0	0	0	0	0	0
ENSMUSG00000065769	0	0	0	0	0	0	0	0
ENSMUSG00000065770	0	0	0	0	0	0	0	0
ENSMUSG00000065771	0	0	0	0	0	0	0	0
ENSMUSG00000065773	0	0	0	0	0	0	0	0
ENSMUSG00000065778	3	5	1	4	2	3	1	1
ENSMUSG00000065782	0	0	0	0	0	0	0	0
ENSMUSG00000065787	0	0	0	0	0	0	0	0
ENSMUSG00000065788	1	0	0	0	0	1	1	0
ENSMUSG00000065789	0	0	0	0	0	1	0	0
ENSMUSG00000065791	0	0	0	0	0	0	0	0
ENSMUSG00000065792	0	0	0	0	0	0	0	0
ENSMUSG00000065794	0	0	0	1	0	0	0	0
ENSMUSG00000065795	0	0	0	0	0	0	0	0
ENSMUSG00000065797	0	0	0	0	0	0	0	0
ENSMUSG00000065798	0	0	0	0	0	0	0	0
ENSMUSG00000065799	0	0	0	0	0	0	1	0
ENSMUSG00000065800	0	0	0	0	0	0	0	0
ENSMUSG00000065802	0	0	0	0	0	0	0	0
ENSMUSG00000065803	0	0	0	0	0	0	0	0
ENSMUSG00000065804	0	0	0	0	0	1	0	0
ENSMUSG00000065806	0	0	0	0	0	0	0	0
ENSMUSG00000065807	0	0	0	0	0	0	0	0
ENSMUSG00000065808	2	2	1	1	2	0	0	1
ENSMUSG00000065811	0	0	0	0	0	0	0	0
ENSMUSG00000065812	0	0	0	0	0	0	0	0
ENSMUSG00000065813	0	0	0	0	0	0	0	0
ENSMUSG00000065815	0	0	0	0	0	0	0	0
ENSMUSG00000065817	1	1	1	1	0	1	2	0
ENSMUSG00000065818	5	12	11	16	21	17	18	16
ENSMUSG00000065819	0	1	0	0	0	0	0	2
ENSMUSG00000065820	1	0	0	1	0	0	3	1
ENSMUSG00000065822	2	6	8	3	3	2	4	2
ENSMUSG00000065823	0	0	0	0	0	0	0	0
ENSMUSG00000065824	0	0	0	0	0	0	0	0
ENSMUSG00000065825	0	0	0	0	0	0	0	0
ENSMUSG00000065828	0	1	0	0	0	2	0	2
ENSMUSG00000065836	0	0	0	0	0	0	0	0
ENSMUSG00000065837	0	0	0	0	0	0	0	0
ENSMUSG00000065840	0	1	0	1	0	4	1	1
ENSMUSG00000065843	0	2	0	0	0	0	2	2
ENSMUSG00000065845	0	0	0	0	0	1	0	0
ENSMUSG00000065847	0	0	1	0	0	1	0	1
ENSMUSG00000065851	1	0	0	0	0	0	0	0
ENSMUSG00000065852	0	0	0	0	0	0	0	0
ENSMUSG00000065853	0	0	0	0	0	0	0	0
ENSMUSG00000065858	0	0	0	0	0	0	0	0
ENSMUSG00000065859	0	0	0	0	0	0	0	0
ENSMUSG00000065862	31	18	29	35	29	31	19	35
ENSMUSG00000065864	0	0	0	0	0	0	0	0
ENSMUSG00000065865	0	0	0	0	0	0	0	0
ENSMUSG00000065866	0	0	0	0	0	0	0	0
ENSMUSG00000065869	0	0	0	0	0	0	0	0
ENSMUSG00000065870	0	0	1	1	3	4	2	0
ENSMUSG00000065872	0	0	0	0	0	0	0	0
ENSMUSG00000065873	0	0	0	0	0	0	0	0
ENSMUSG00000065874	0	0	0	0	0	0	0	0
ENSMUSG00000065875	0	0	0	0	0	0	0	0
ENSMUSG00000065876	0	0	0	0	0	0	0	0
ENSMUSG00000065878	0	7	5	12	16	19	9	21
ENSMUSG00000065881	0	0	0	0	0	0	0	0
ENSMUSG00000065882	0	0	0	0	0	0	0	0
ENSMUSG00000065883	0	0	0	0	0	0	0	0
ENSMUSG00000065884	0	0	0	0	0	0	0	0
ENSMUSG00000065887	0	0	0	0	0	0	0	0
ENSMUSG00000065889	0	0	0	0	0	0	0	0
ENSMUSG00000065892	0	0	0	0	0	0	0	0
ENSMUSG00000065893	0	0	0	0	0	0	0	1
ENSMUSG00000065894	0	0	0	0	0	0	0	0
ENSMUSG00000065898	0	0	0	0	0	0	0	0
ENSMUSG00000065899	17	17	25	18	30	27	26	36
ENSMUSG00000065903	0	0	0	0	0	0	0	0
ENSMUSG00000065904	7	8	11	8	13	10	7	5
ENSMUSG00000065905	0	0	0	0	0	0	0	0
ENSMUSG00000065906	0	0	0	0	0	0	0	0
ENSMUSG00000065907	0	0	0	0	0	0	0	0
ENSMUSG00000065911	0	0	0	0	0	0	0	0
ENSMUSG00000065913	0	0	0	0	0	0	0	0
ENSMUSG00000065915	0	0	0	0	0	0	0	0
ENSMUSG00000065916	0	0	0	0	0	0	0	0
ENSMUSG00000065919	0	0	0	0	0	0	0	0
ENSMUSG00000065922	0	0	0	0	0	0	0	0
ENSMUSG00000065924	0	0	0	0	0	0	0	0
ENSMUSG00000065926	0	0	0	0	2	1	0	1
ENSMUSG00000065934	0	1	1	1	0	0	0	0
ENSMUSG00000065935	0	0	0	0	0	0	0	0
ENSMUSG00000065936	0	0	0	0	0	0	0	0
ENSMUSG00000065937	0	0	0	0	0	0	0	0
ENSMUSG00000065939	12	10	20	13	12	17	16	13
ENSMUSG00000065940	0	0	0	0	0	0	0	0
ENSMUSG00000065943	0	0	0	0	0	0	0	0
ENSMUSG00000065944	1	1	0	0	0	0	0	0
ENSMUSG00000065945	0	0	0	0	0	0	0	0
ENSMUSG00000065947	3	2	1	3	14	14	3	8
ENSMUSG00000065952	56	56	54	50	161	188	73	87
ENSMUSG00000065954	211	162	200	215	544	557	492	704
ENSMUSG00000065956	0	0	0	0	0	0	0	0
ENSMUSG00000065968	5	5	0	3	7	3	1	3
ENSMUSG00000065979	159	143	177	158	881	1058	671	982
ENSMUSG00000065987	0	0	0	0	0	0	0	0
ENSMUSG00000065990	1099	897	850	888	2341	2555	1632	2580
ENSMUSG00000065999	59	56	33	41	185	187	194	238
ENSMUSG00000066000	126	99	103	107	436	476	421	523
ENSMUSG00000066007	14	16	7	5	21	21	31	59
ENSMUSG00000066009	4	5	2	3	16	19	23	37
ENSMUSG00000066026	248	206	136	147	220	232	511	797
ENSMUSG00000066027	0	0	0	0	0	0	0	0
ENSMUSG00000066030	0	0	0	0	0	0	0	0
ENSMUSG00000066031	0	0	0	0	0	0	0	0
ENSMUSG00000066036	1859	1315	1298	1342	3288	3389	3115	4063
ENSMUSG00000066037	2319	1899	1634	1609	3362	3844	4493	6058
ENSMUSG00000066042	157	126	166	153	283	340	261	382
ENSMUSG00000066043	1081	869	712	703	1547	1727	1854	2460
ENSMUSG00000066057	61	60	52	49	71	80	91	150
ENSMUSG00000066058	0	0	0	1	15	28	1	0
ENSMUSG00000066060	0	0	0	0	0	0	0	2
ENSMUSG00000066061	0	0	0	0	0	0	0	0
ENSMUSG00000066068	5	3	3	4	5	8	3	5
ENSMUSG00000066071	0	0	0	0	0	2	0	0
ENSMUSG00000066072	0	0	0	0	0	0	0	0
ENSMUSG00000066090	0	2	1	0	0	1	0	0
ENSMUSG00000066097	0	0	0	0	0	0	0	0
ENSMUSG00000066100	1	0	0	0	0	0	0	0
ENSMUSG00000066101	0	0	0	0	0	0	0	0
ENSMUSG00000066107	39	21	21	24	60	65	47	64
ENSMUSG00000066108	0	0	0	0	0	2	0	0
ENSMUSG00000066113	7	6	9	7	14	10	10	15
ENSMUSG00000066116	3	1	2	1	67	75	15	35
ENSMUSG00000066122	0	0	0	1	21	22	4	2
ENSMUSG00000066129	14	11	31	33	40	34	40	40
ENSMUSG00000066137	0	0	0	0	0	0	0	0
ENSMUSG00000066141	1	2	1	2	0	0	0	0
ENSMUSG00000066148	1255	1012	871	778	2278	2770	2466	3448
ENSMUSG00000066149	656	572	518	533	933	1127	887	1279
ENSMUSG00000066150	1265	994	1329	1223	2017	2357	1816	2526
ENSMUSG00000066151	328	242	263	256	465	607	525	698
ENSMUSG00000066152	179	142	329	294	442	607	381	404
ENSMUSG00000066153	0	0	0	0	0	0	0	1
ENSMUSG00000066154	0	0	0	0	0	0	0	0
ENSMUSG00000066158	1	1	2	0	1	0	0	0
ENSMUSG00000066170	5	4	5	4	9	10	7	5
ENSMUSG00000066175	35	25	24	23	28	39	28	29
ENSMUSG00000066176	0	0	1	0	0	0	0	0
ENSMUSG00000066178	0	0	1	0	1	4	0	3
ENSMUSG00000066180	0	0	1	0	0	0	0	1
ENSMUSG00000066189	0	0	0	0	1	1	0	0
ENSMUSG00000066191	124	75	71	77	169	169	327	429
ENSMUSG00000066196	19	26	35	29	16	25	15	26
ENSMUSG00000066197	1	0	1	1	4	3	1	0
ENSMUSG00000066224	4	2	35	36	111	121	6	13
ENSMUSG00000066232	3696	2904	2323	2118	6245	7226	7288	10024
ENSMUSG00000066233	151	103	132	105	170	226	117	175
ENSMUSG00000066235	219	188	151	144	341	338	272	392
ENSMUSG00000066239	0	0	0	0	0	0	0	0
ENSMUSG00000066240	0	0	0	0	0	0	0	0
ENSMUSG00000066241	0	0	0	0	0	0	0	0
ENSMUSG00000066242	0	0	0	0	0	0	0	0
ENSMUSG00000066245	12	15	13	14	69	68	35	57
ENSMUSG00000066257	0	0	0	0	0	0	0	0
ENSMUSG00000066258	0	0	0	0	0	0	0	0
ENSMUSG00000066262	0	0	0	0	0	0	0	0
ENSMUSG00000066263	0	0	0	0	0	0	0	0
ENSMUSG00000066268	0	0	0	0	0	0	0	0
