p_val	avg_log2FC	pct.1	pct.2	p_val_adj	name	loci	tissue
0.926976814	-0.255282581	0.245	0.23	1	Dnajc1	other	Posterior PSM
0.927017039	-0.062781903	0.563	0.5	1	Mettl1	other	Posterior PSM
0.927083347	-0.133967692	0.22	0.213	1	B230118H07Rik	other	Posterior PSM
0.927159	-0.119004144	0.057	0.055	1	Dalrd3	other	Posterior PSM
0.927290354	-0.001671082	0.441	0.429	1	Ppp1r12a	other	Posterior PSM
0.927332932	-0.104715086	0.531	0.498	1	Gatad2a	other	Posterior PSM
0.927617429	-0.02332086	0.298	0.284	1	Hspbp1	other	Posterior PSM
0.927780431	-0.270759454	0.192	0.187	1	Ttc9c	other	Posterior PSM
0.927797486	-0.26439352	0.061	0.062	1	Jmjd4	other	Posterior PSM
0.927800665	0.121533829	0.049	0.047	1	Rbm8a2	other	Posterior PSM
0.927805939	-0.076602218	0.208	0.201	1	Stk40	other	Posterior PSM
0.927814549	-0.124872761	0.114	0.109	1	Pde5a	other	Posterior PSM
0.927833186	-0.215476857	0.037	0.038	1	Nfam1	other	Posterior PSM
0.928150454	-0.086307959	0.433	0.405	1	Rpl7-ps7	other	Posterior PSM
0.928313431	-0.106821872	0.31	0.299	1	Fzd3	other	Posterior PSM
0.928354213	-0.021368939	0.82	0.808	1	Gm8292	other	Posterior PSM
0.928437546	-0.244743546	0.02	0.021	1	Ccdc78	other	Posterior PSM
0.928437558	-0.861254539	0.02	0.021	1	Gm37677	other	Posterior PSM
0.928437558	-0.206977127	0.02	0.021	1	Fam161a	other	Posterior PSM
0.928437558	-0.161734701	0.02	0.021	1	Tctn3	other	Posterior PSM
0.928839812	-0.096903293	0.037	0.038	1	Ets1	other	Posterior PSM
0.928884748	-0.081501157	0.739	0.694	1	Tcf4	other	Posterior PSM
0.929027718	-0.228600908	0.045	0.043	1	Armcx6	other	Posterior PSM
0.929099887	-0.021440017	0.294	0.28	1	Tor1aip2	other	Posterior PSM
0.929378522	-0.078596759	0.351	0.344	1	Dock7	other	Posterior PSM
0.929388902	-0.244553704	0.061	0.062	1	Tmem43	other	Posterior PSM
0.929529504	0.091827673	0.078	0.081	1	Fam118a	other	Posterior PSM
0.929636176	-0.04861538	0.388	0.36	1	Dcaf1	other	Posterior PSM
0.929656592	-0.077789127	0.09	0.085	1	Zfp942	other	Posterior PSM
0.929771681	-0.275824673	0.02	0.021	1	Gpr161	other	Posterior PSM
0.929846553	-0.136731495	0.037	0.038	1	Ttc39c	other	Posterior PSM
0.929965314	-0.266411374	0.045	0.043	1	Socs5	other	Posterior PSM
0.930408592	-0.069404827	0.127	0.121	1	Get1	other	Posterior PSM
0.930446859	0.594396653	0.024	0.024	1	Rnu12	other	Posterior PSM
0.930511422	0.117809406	0.037	0.036	1	Lrrc57	other	Posterior PSM
0.930620411	-0.227673139	0.147	0.142	1	Rpl36a-ps1	other	Posterior PSM
0.930800345	0.035562299	0.155	0.154	1	Ethe1	other	Posterior PSM
0.930816453	0.021313126	0.159	0.154	1	Zfp687	other	Posterior PSM
0.930861871	-0.111043698	0.069	0.066	1	Apba3	other	Posterior PSM
0.931098231	-0.089416903	0.269	0.251	1	Psmd10	other	Posterior PSM
0.931100751	-0.118325646	0.237	0.22	1	Pex13	other	Posterior PSM
0.931886123	-0.117024028	0.131	0.13	1	Otud7b	other	Posterior PSM
0.93215851	-0.006471358	0.073	0.071	1	R3hcc1l	other	Posterior PSM
0.932159401	-0.079172919	0.343	0.32	1	Jtb	other	Posterior PSM
0.932260912	-0.175369052	0.114	0.114	1	Srebf1	other	Posterior PSM
0.932440516	-0.221797338	0.02	0.021	1	Hif3a	other	Posterior PSM
0.932440516	-0.026185487	0.02	0.021	1	Dgkg	other	Posterior PSM
0.932682102	-0.020943366	0.641	0.626	1	Gm6560	other	Posterior PSM
0.932691284	-0.009301862	0.849	0.799	1	Vcp	other	Posterior PSM
0.932813882	-0.23007711	0.049	0.05	1	Mark1	other	Posterior PSM
0.933214257	-0.105809513	0.241	0.232	1	Rbm4	other	Posterior PSM
0.933327352	-0.266776777	0.065	0.062	1	Bbs4	other	Posterior PSM
0.933387232	0.039610783	0.498	0.472	1	Zfand6	other	Posterior PSM
0.933551021	-0.033631903	0.845	0.815	1	Mrpl33	other	Posterior PSM
0.933552708	-0.105173886	0.261	0.246	1	Vti1b	other	Posterior PSM
0.933632503	0.168099674	0.082	0.081	1	Rab40c	other	Posterior PSM
0.933684054	-0.100539595	0.265	0.254	1	Mepce	other	Posterior PSM
0.933725579	-0.004457937	0.988	0.993	1	Cox6b1	other	Posterior PSM
0.93377522	-0.054065818	0.02	0.021	1	Gm47438	other	Posterior PSM
0.933859157	-0.002177537	0.771	0.735	1	Fis1	other	Posterior PSM
0.933872471	0.027945701	0.306	0.289	1	Atf2	other	Posterior PSM
0.93388228	-0.189918258	0.086	0.085	1	Dzip1	other	Posterior PSM
0.933896513	-0.034289043	0.841	0.825	1	Smc3	other	Posterior PSM
0.933986845	-0.045318371	0.065	0.066	1	Mindy2	other	Posterior PSM
0.934228212	-0.044388708	0.155	0.156	1	Zfp467	other	Posterior PSM
0.934251072	-0.12850763	0.053	0.055	1	Eva1b	other	Posterior PSM
0.93511011	-0.024272574	0.02	0.021	1	Nemp2	other	Posterior PSM
0.93511011	-0.005403224	0.02	0.021	1	Arhgap29	other	Posterior PSM
0.935133403	0.128513879	0.037	0.036	1	Pcgf1	other	Posterior PSM
0.935297878	-0.067349693	0.384	0.36	1	Kin	other	Posterior PSM
0.935315664	-0.016077925	0.18	0.175	1	Josd1	other	Posterior PSM
0.935335387	-0.055311959	0.335	0.325	1	Dync1li1	other	Posterior PSM
0.935448321	0.416042111	0.024	0.024	1	Ppp1r13l	other	Posterior PSM
0.935592887	-0.311610671	0.045	0.043	1	Ada	other	Posterior PSM
0.93581619	-0.024351065	0.061	0.059	1	Fchsd2	other	Posterior PSM
0.935866787	-0.079486238	0.4	0.363	1	Gnaq	other	Posterior PSM
0.936307986	-0.089791926	0.127	0.126	1	Tmem164	other	Posterior PSM
0.936342273	-0.172214932	0.049	0.05	1	Rfng	other	Posterior PSM
0.936532925	-0.03080739	0.269	0.268	1	Cxadr	other	Posterior PSM
0.936553679	-0.28189583	0.061	0.062	1	Lrrc28	other	Posterior PSM
0.936592618	0.10414434	0.09	0.088	1	Mapk8ip1	other	Posterior PSM
0.936674565	0.105214852	0.037	0.036	1	Gm4924	other	Posterior PSM
0.937161545	-0.093081853	0.306	0.289	1	Dzip3	other	Posterior PSM
0.937179429	-0.300405501	0.033	0.033	1	Dtwd2	other	Posterior PSM
0.937783004	-0.047874623	0.82	0.787	1	U2af1	other	Posterior PSM
0.937906258	-0.172365592	0.098	0.095	1	Cln5	other	Posterior PSM
0.93795002	0.327813614	0.024	0.024	1	Mtmr10	other	Posterior PSM
0.938035241	0.00697367	1	1	1	Rpl14	other	Posterior PSM
0.938080093	-0.085799805	0.106	0.102	1	Lsm14b	other	Posterior PSM
0.938199978	-0.122104913	0.139	0.137	1	Pcif1	other	Posterior PSM
0.93869165	0.028919638	0.322	0.306	1	Ptcd2	other	Posterior PSM
0.938988709	-0.000302104	0.612	0.588	1	Zfp292	other	Posterior PSM
0.939227884	0.024989061	0.457	0.429	1	Glud1	other	Posterior PSM
0.939322922	-0.390842601	0.033	0.033	1	Smad6	other	Posterior PSM
0.939346408	-0.318712074	0.045	0.043	1	Zfp692	other	Posterior PSM
0.939355311	0.00849817	0.22	0.211	1	Zmpste24	other	Posterior PSM
0.939713645	0.03596951	0.069	0.071	1	Fam222a	other	Posterior PSM
0.939780444	-0.182901617	0.159	0.149	1	Ankrd13a	other	Posterior PSM
0.939919869	0.004076371	0.037	0.038	1	Antxr2	other	Posterior PSM
0.940029341	-0.000534391	0.698	0.699	1	Mpp6	other	Posterior PSM
0.940229989	-0.144865138	0.122	0.118	1	Thap7	other	Posterior PSM
0.940451459	0.160457402	0.02	0.021	1	Il18bp	other	Posterior PSM
0.940452332	0.324151966	0.024	0.024	1	Mthfs	other	Posterior PSM
0.940452455	-0.097413875	0.396	0.372	1	Rpp25l	other	Posterior PSM
0.940497328	-0.23805294	0.073	0.073	1	Samd8	other	Posterior PSM
0.940629236	-0.288020281	0.114	0.111	1	Pcca	other	Posterior PSM
0.940640085	-0.058373163	0.131	0.126	1	Morn2	other	Posterior PSM
0.941093835	0.164638475	0.053	0.052	1	Gm26205	other	Posterior PSM
0.941119311	-0.324626629	0.02	0.021	1	Gm24270	other	Posterior PSM
0.941137664	-0.314276812	0.086	0.081	1	Arl4d	other	Posterior PSM
0.941229419	-0.264223054	0.167	0.156	1	Fkrp	other	Posterior PSM
0.941250115	-0.076788819	0.18	0.178	1	Wdr76	other	Posterior PSM
0.941517433	-0.011916708	1	1	1	Rps4x	other	Posterior PSM
0.941605299	-0.104885879	0.339	0.32	1	Dpysl5	other	Posterior PSM
0.941681836	-0.348800644	0.057	0.057	1	Ccdc15	other	Posterior PSM
0.941787224	-0.031893375	0.02	0.021	1	Rhbdf2	other	Posterior PSM
0.941813433	0.052331523	0.037	0.036	1	Usp30	other	Posterior PSM
0.942190217	-0.131043559	0.151	0.152	1	Rc3h2	other	Posterior PSM
0.942263021	-0.044829042	0.061	0.059	1	Gas2l1	other	Posterior PSM
0.942299245	-0.234386108	0.069	0.066	1	Map7d3	other	Posterior PSM
0.942438141	-0.03991479	0.318	0.306	1	Appl1	other	Posterior PSM
0.942477707	-0.10650538	0.114	0.114	1	Dcaf5	other	Posterior PSM
0.942794366	0.045681148	0.176	0.178	1	Gm11808	other	Posterior PSM
0.942809059	-0.162986684	0.261	0.249	1	Tgfbr1	other	Posterior PSM
0.942813527	-0.137646222	0.351	0.325	1	Scfd1	other	Posterior PSM
0.942918836	-0.192651063	0.102	0.097	1	Gm9294	other	Posterior PSM
0.94292695	0.134546734	0.155	0.154	1	Ebag9	other	Posterior PSM
0.943123153	0.076891762	0.02	0.021	1	Rrm2b	other	Posterior PSM
0.943234924	-0.04606504	0.065	0.066	1	Nr2c1	other	Posterior PSM
0.943239993	0.131100219	0.053	0.052	1	H2ac6	other	Posterior PSM
0.943241137	-0.097302082	0.249	0.239	1	Smg5	other	Posterior PSM
0.943345376	-0.080590279	0.163	0.156	1	Msi1	other	Posterior PSM
0.94358648	-0.043913158	0.408	0.398	1	Syf2	other	Posterior PSM
0.943682905	-0.047473004	0.424	0.4	1	Ptprs	other	Posterior PSM
0.943847566	-0.170867624	0.18	0.173	1	Trim8	other	Posterior PSM
0.943914165	0.004402509	0.049	0.047	1	Snx16	other	Posterior PSM
0.944040196	-0.38935596	0.045	0.043	1	Gm9993	other	Posterior PSM
0.944206894	0.177372466	0.024	0.024	1	B3gntl1	other	Posterior PSM
0.944285618	-0.205584856	0.049	0.05	1	Pter	other	Posterior PSM
0.944501223	-0.004568513	0.976	0.95	1	Rps15a-ps8	other	Posterior PSM
0.944513869	-0.068748231	0.286	0.27	1	Hira	other	Posterior PSM
0.944985261	-0.447533183	0.057	0.057	1	Zbtb25	other	Posterior PSM
0.945146364	-0.024873452	0.514	0.46	1	Tex10	other	Posterior PSM
0.945282223	-0.183113088	0.188	0.18	1	Ttyh3	other	Posterior PSM
0.94546794	-0.287848102	0.114	0.111	1	Triobp	other	Posterior PSM
0.945755979	-0.292636006	0.033	0.033	1	Gm37524	other	Posterior PSM
0.945779984	-0.062867181	0.204	0.194	1	Raf1	other	Posterior PSM
0.945779985	-0.168101044	0.208	0.192	1	Slc31a1	other	Posterior PSM
0.945787294	-0.107160928	0.18	0.175	1	Rasa2	other	Posterior PSM
0.945795487	-0.000417356	0.02	0.021	1	1700084E18Rik	other	Posterior PSM
0.945926283	-0.015401489	0.037	0.036	1	Sdk2	other	Posterior PSM
0.946369767	-0.065011402	0.347	0.327	1	Fam168b	other	Posterior PSM
0.946546019	-0.192449692	0.216	0.206	1	Asxl2	other	Posterior PSM
0.946693144	0.105116781	0.122	0.121	1	Rpl38-ps2	other	Posterior PSM
0.94671063	0.181137472	0.024	0.024	1	Prr36	other	Posterior PSM
0.94682851	-0.371656849	0.033	0.033	1	Rwdd3	other	Posterior PSM
0.94682851	-0.331524973	0.033	0.033	1	Rbak	other	Posterior PSM
0.946829625	-0.151728224	0.094	0.09	1	Elf1	other	Posterior PSM
0.946897728	0.114475438	0.224	0.223	1	Btbd1	other	Posterior PSM
0.947098985	-0.103792535	0.09	0.09	1	Itfg2	other	Posterior PSM
0.947129463	-0.155645895	0.29	0.275	1	Slc39a7	other	Posterior PSM
0.947189272	-0.195835441	0.245	0.237	1	Nif3l1	other	Posterior PSM
0.947256435	-0.065670574	0.51	0.495	1	H2ac8	other	Posterior PSM
0.947273915	-0.198911749	0.269	0.256	1	Anapc2	other	Posterior PSM
0.947367586	-0.170013127	0.204	0.197	1	Tet3	other	Posterior PSM
0.947391612	-0.184768762	0.314	0.294	1	Ror2	other	Posterior PSM
0.94742005	-0.041311285	0.31	0.291	1	Anapc4	other	Posterior PSM
0.947431798	0.002425955	0.567	0.531	1	Rer1	other	Posterior PSM
0.947468436	-0.061529881	0.547	0.531	1	Copb2	other	Posterior PSM
0.947721717	-0.039831934	0.69	0.694	1	Mcm3	other	Posterior PSM
0.947861913	0.157504628	0.065	0.066	1	Rita1	other	Posterior PSM
0.947901138	-0.203098514	0.033	0.033	1	2610044O15Rik8	other	Posterior PSM
0.947962697	0.505571338	0.024	0.024	1	Lepr	other	Posterior PSM
0.947962697	0.319268958	0.024	0.024	1	Castor2	other	Posterior PSM
0.947962697	0.171780378	0.024	0.024	1	Gm45890	other	Posterior PSM
0.948000713	-0.092017522	0.461	0.427	1	Wdr75	other	Posterior PSM
0.948102642	0.114827002	0.233	0.227	1	Clip1	other	Posterior PSM
0.948167641	-0.013815033	0.122	0.118	1	Rhoc	other	Posterior PSM
0.948172682	-0.293394547	0.069	0.069	1	Plcb3	other	Posterior PSM
0.948198981	-0.149096915	0.073	0.073	1	Asb8	other	Posterior PSM
0.948565855	-0.081384879	0.073	0.073	1	Lmf1	other	Posterior PSM
0.948657718	-0.181102425	0.192	0.187	1	Fat1	other	Posterior PSM
0.94871574	-0.337125895	0.09	0.088	1	Erbb2	other	Posterior PSM
0.948883527	-0.059087268	0.078	0.078	1	Crem	other	Posterior PSM
0.948932105	-0.185405418	0.086	0.085	1	Snx19	other	Posterior PSM
0.949011873	0.036788133	0.037	0.036	1	Mss51	other	Posterior PSM
0.949077996	-0.062759755	0.106	0.104	1	Eif5a2	other	Posterior PSM
0.949214892	0.093001777	0.024	0.024	1	Gm17259	other	Posterior PSM
0.949249487	0.002686146	0.065	0.064	1	Lmbr1l	other	Posterior PSM
0.9493956	-0.028065352	0.853	0.848	1	Paics	other	Posterior PSM
0.949404641	-0.050792357	0.065	0.066	1	Atxn7l2	other	Posterior PSM
0.949605105	-0.15407038	0.18	0.173	1	Clpx	other	Posterior PSM
0.949646664	0.028861905	0.984	0.983	1	Eif4g2	other	Posterior PSM
0.94983792	-0.060205353	0.453	0.422	1	Dhx8	other	Posterior PSM
0.949905006	-0.110937282	0.155	0.149	1	Gm49336	other	Posterior PSM
0.950187096	-0.103449233	0.049	0.047	1	Swsap1	other	Posterior PSM
0.950412627	-0.210461557	0.233	0.216	1	Hspe1-rs1	other	Posterior PSM
0.950467213	0.15642388	0.024	0.024	1	Gm43817	other	Posterior PSM
0.950781721	-0.036296667	0.318	0.301	1	Ccdc115	other	Posterior PSM
0.950807624	-0.034461764	0.437	0.424	1	Wnt5a	other	Posterior PSM
0.950924911	-0.152435632	0.102	0.097	1	Spsb3	other	Posterior PSM
0.950969499	-0.28111921	0.155	0.149	1	Gak	other	Posterior PSM
0.951242817	-0.147085527	0.11	0.109	1	Efna2	other	Posterior PSM
0.951246422	-0.354917693	0.176	0.164	1	Ercc6l2	other	Posterior PSM
0.951306377	-0.11736486	0.212	0.206	1	Upf1	other	Posterior PSM
0.951500449	-0.124586835	0.114	0.114	1	Mical3	other	Posterior PSM
0.951670557	-0.212113233	0.086	0.085	1	Garem1	other	Posterior PSM
0.951719656	-0.048165782	0.024	0.024	1	Rad52	other	Posterior PSM
0.951759725	-0.193197498	0.163	0.154	1	Polr3f	other	Posterior PSM
0.95179099	-0.022330162	0.2	0.201	1	Tjp2	other	Posterior PSM
0.951850596	-0.345789639	0.098	0.092	1	Scamp1	other	Posterior PSM
0.951855365	-0.188926668	0.11	0.109	1	Tmem179b	other	Posterior PSM
0.952015808	-0.109180306	0.184	0.18	1	Farp1	other	Posterior PSM
0.952098227	-0.015491573	0.037	0.036	1	Irs1	other	Posterior PSM
0.952129579	-0.024985048	0.931	0.936	1	Zc3h15	other	Posterior PSM
0.952196931	-0.283958012	0.224	0.211	1	Pcolce2	other	Posterior PSM
0.952213001	-0.111321611	0.522	0.474	1	Yy1	other	Posterior PSM
0.952234507	-0.046277573	0.049	0.05	1	Fbf1	other	Posterior PSM
0.952377296	-0.098233141	0.31	0.299	1	Enho	other	Posterior PSM
0.952876463	-0.116435681	0.049	0.047	1	Foxo4	other	Posterior PSM
0.953100631	0.060066493	0.527	0.514	1	Sf3a1	other	Posterior PSM
0.953127174	-0.047117633	0.037	0.036	1	Gm11508	other	Posterior PSM
0.953129453	-0.068494019	0.302	0.289	1	Hjurp	other	Posterior PSM
0.953145041	-0.199622281	0.143	0.135	1	2700049A03Rik	other	Posterior PSM
0.95351806	-0.116897569	0.278	0.268	1	Hook3	other	Posterior PSM
0.953766983	-0.003537301	0.58	0.547	1	Snrnp25	other	Posterior PSM
0.953919763	-0.061088778	0.318	0.31	1	Rnf8	other	Posterior PSM
0.95408805	-0.147243023	0.061	0.062	1	Foxo3	other	Posterior PSM
0.954156199	-0.095349096	0.037	0.036	1	mt-Tm	other	Posterior PSM
0.954224897	-0.002964934	0.024	0.024	1	Zfp383	other	Posterior PSM
0.95431782	-0.00403551	0.527	0.498	1	Tmem147	other	Posterior PSM
0.954333397	-0.015502614	0.343	0.339	1	Pwwp3a	other	Posterior PSM
0.954409577	-0.194238139	0.086	0.085	1	Glce	other	Posterior PSM
0.954673995	0.033490113	0.127	0.128	1	Pias1	other	Posterior PSM
0.954900989	-0.24438189	0.057	0.057	1	Nupl2	other	Posterior PSM
0.95504479	0.392145945	0.012	0.012	1	Gm42939	other	Posterior PSM
0.95504479	0.795528192	0.012	0.012	1	Rbms3	other	Posterior PSM
0.955112576	-0.12591153	0.073	0.071	1	Akap12	other	Posterior PSM
0.955477688	-0.114924721	0.024	0.024	1	Zkscan6	other	Posterior PSM
0.955722812	-0.079350028	0.478	0.431	1	Eif2b5	other	Posterior PSM
0.955730281	-0.125346029	0.069	0.069	1	Mynn	other	Posterior PSM
0.955792008	-0.188712555	0.094	0.09	1	2610008E11Rik	other	Posterior PSM
0.955854777	-0.054278246	0.167	0.161	1	Septin8	other	Posterior PSM
0.956002435	-0.084601684	0.102	0.102	1	Bace1	other	Posterior PSM
0.956214476	-0.086573892	0.037	0.036	1	Sepsecs	other	Posterior PSM
0.956281111	0.230556276	0.053	0.055	1	Gm13075	other	Posterior PSM
0.956463623	0.006723341	0.224	0.218	1	Ift46	other	Posterior PSM
0.956485397	-0.237762959	0.033	0.033	1	Tmem53	other	Posterior PSM
0.956554792	0.0447773	0.053	0.052	1	Gm5784	other	Posterior PSM
0.95660332	-0.068804304	0.314	0.301	1	Usp16	other	Posterior PSM
0.956756745	-0.124604744	0.11	0.109	1	Pi4ka	other	Posterior PSM
0.956804597	-0.021812733	0.09	0.088	1	Rps19-ps7	other	Posterior PSM
0.956805981	0.502695444	0.012	0.012	1	Gm43523	other	Posterior PSM
0.956805981	0.501606345	0.012	0.012	1	Gm17590	other	Posterior PSM
0.956805981	0.491290571	0.012	0.012	1	Gm2788	other	Posterior PSM
0.95691515	-0.131806525	0.159	0.152	1	Rbms2	other	Posterior PSM
0.956954617	-0.346810775	0.045	0.045	1	Edem2	other	Posterior PSM
0.957108089	-0.113973406	0.11	0.107	1	Med15	other	Posterior PSM
0.957173424	-0.019925668	0.829	0.827	1	Acin1	other	Posterior PSM
0.957180009	-0.046828976	0.457	0.419	1	Atxn2l	other	Posterior PSM
0.9572423	0.062775454	0.069	0.069	1	Ift122	other	Posterior PSM
0.957269028	-0.079820262	0.155	0.152	1	AI837181	other	Posterior PSM
0.957343415	-0.229121656	0.204	0.192	1	Prrc1	other	Posterior PSM
0.957558801	-0.123187829	0.033	0.033	1	Vwa8	other	Posterior PSM
0.957656071	-0.044809738	0.139	0.135	1	Smim13	other	Posterior PSM
0.957879454	-0.218693448	0.045	0.045	1	Cnst	other	Posterior PSM
0.957959406	-0.169874069	0.208	0.197	1	Ncoa7	other	Posterior PSM
0.957983599	-0.153553703	0.024	0.024	1	AI504432	other	Posterior PSM
0.957983599	-0.11844886	0.024	0.024	1	Gm17029	other	Posterior PSM
0.958064518	-0.206125024	0.155	0.152	1	Fam199x	other	Posterior PSM
0.958144991	-0.055295191	0.776	0.746	1	Arhgdia	other	Posterior PSM
0.958152249	0.114113778	0.298	0.294	1	Tssc4	other	Posterior PSM
0.958178654	-0.076817302	0.114	0.111	1	Herpud1	other	Posterior PSM
0.958567383	0.398988178	0.012	0.012	1	Gm45854	other	Posterior PSM
0.958567383	0.44760335	0.012	0.012	1	Apoa1	other	Posterior PSM
0.958673613	-0.064291548	0.237	0.23	1	Klhdc10	other	Posterior PSM
0.958726506	-0.086026423	0.657	0.616	1	Sh3glb1	other	Posterior PSM
0.958805665	0.04825245	0.09	0.09	1	H2bc13	other	Posterior PSM
0.958843718	-0.160348382	0.114	0.109	1	Gpatch1	other	Posterior PSM
0.959062113	-0.116673242	0.143	0.14	1	Gphn	other	Posterior PSM
0.959099836	0.018533458	0.131	0.13	1	Endov	other	Posterior PSM
0.959202874	-0.192208613	0.061	0.059	1	Vars2	other	Posterior PSM
0.959266813	-0.206252329	0.045	0.045	1	Gm43457	other	Posterior PSM
0.959501913	0.025027045	0.09	0.088	1	9430037O13Rik	other	Posterior PSM
0.959689528	-0.215517541	0.106	0.104	1	Carnmt1	other	Posterior PSM
0.959744694	-0.056962872	0.494	0.464	1	Ptbp2	other	Posterior PSM
0.959992987	0.010087177	0.053	0.052	1	Vps18	other	Posterior PSM
0.960141622	-0.103594132	0.163	0.154	1	Arhgap1	other	Posterior PSM
0.960230926	0.047117812	0.453	0.417	1	Rabl6	other	Posterior PSM
0.960266795	0.177822814	0.069	0.069	1	Gmppa	other	Posterior PSM
0.960328987	0.308809846	0.012	0.012	1	Gm43793	other	Posterior PSM
0.960328987	0.472980223	0.012	0.012	1	Creld1	other	Posterior PSM
0.960328987	0.300364786	0.012	0.012	1	Prox2os	other	Posterior PSM
0.960328987	0.254916426	0.012	0.012	1	Gm6722	other	Posterior PSM
0.960489924	-0.247371267	0.024	0.024	1	Rftn2	other	Posterior PSM
0.960489924	-0.177216737	0.024	0.024	1	Acrbp	other	Posterior PSM
0.96081693	-0.61152204	0.016	0.017	1	Gm42636	other	Posterior PSM
0.96081693	-0.383570461	0.016	0.017	1	Gm47479	other	Posterior PSM
0.961062619	0.107528298	0.102	0.102	1	Tmem37	other	Posterior PSM
0.961067162	-0.196658257	0.131	0.123	1	Alg11	other	Posterior PSM
0.96140812	-0.29570402	0.122	0.118	1	Rnf38	other	Posterior PSM
0.961515449	-0.12543318	0.057	0.057	1	Ybey	other	Posterior PSM
0.961525206	-0.077906993	0.09	0.088	1	Peak1	other	Posterior PSM
0.961663736	-0.200123706	0.192	0.185	1	Col18a1	other	Posterior PSM
0.961821844	-0.007590489	0.122	0.123	1	Fbl-ps2	other	Posterior PSM
0.961899539	0.074308922	0.478	0.474	1	Mrpl41	other	Posterior PSM
0.962077407	0.053781335	0.102	0.1	1	Alms1	other	Posterior PSM
0.962090785	0.227208908	0.012	0.012	1	Gm7299	other	Posterior PSM
0.962090785	0.280543739	0.012	0.012	1	Lrrc4	other	Posterior PSM
0.962090785	0.341364022	0.012	0.012	1	2700046G09Rik	other	Posterior PSM
0.962090785	0.344076264	0.012	0.012	1	Acsl5	other	Posterior PSM
0.96211817	-0.04490797	0.078	0.076	1	Mccc1	other	Posterior PSM
0.962168289	0.001961742	0.118	0.116	1	Bora	other	Posterior PSM
0.962322828	-0.501961497	0.016	0.017	1	Gm38069	other	Posterior PSM
0.962322828	-0.591436218	0.016	0.017	1	A230103L15Rik	other	Posterior PSM
0.962334473	-0.090861082	0.257	0.244	1	Naa20	other	Posterior PSM
0.962431838	-0.176232624	0.061	0.059	1	Cep126	other	Posterior PSM
0.962437475	-0.023989503	0.555	0.498	1	Mtf2	other	Posterior PSM
0.962465955	-0.164067572	0.118	0.116	1	Ddx28	other	Posterior PSM
0.962504466	-0.217833893	0.045	0.045	1	Fah	other	Posterior PSM
0.962535544	-0.232334043	0.069	0.069	1	Cog6	other	Posterior PSM
0.962741834	-0.145420132	0.049	0.047	1	Gm48887	other	Posterior PSM
0.962849297	-0.066636507	0.282	0.265	1	Usp48	other	Posterior PSM
